batting_team_Chennai Super Kings,batting_team_Delhi Capitals,batting_team_Kolkata Knight Riders,batting_team_Mumbai Indians,batting_team_Punjab Kings,batting_team_Rajasthan Royals,batting_team_Royal Challengers Bangalore,batting_team_Sunrisers Hyderabad,bowling_team_Chennai Super Kings,bowling_team_Delhi Capitals,bowling_team_Kolkata Knight Riders,bowling_team_Mumbai Indians,bowling_team_Punjab Kings,bowling_team_Rajasthan Royals,bowling_team_Royal Challengers Bangalore,bowling_team_Sunrisers Hyderabad,ball,score,wickets,momentum_score,momentum_wicket,target
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1,38,2,36,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2,39,2,37,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.3,45,2,43,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4,47,2,44,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5,47,2,43,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6,53,2,45,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1,54,2,46,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2,58,2,49,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.3,59,2,46,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.4,60,2,46,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.5,60,3,45,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6,60,3,44,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.1,60,3,44,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2,60,3,44,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.3,60,3,41,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4,60,4,39,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,60,5,39,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6,60,5,39,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.1,60,5,39,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2,60,5,38,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3,60,5,38,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4,61,5,35,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5,63,5,37,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8.6,63,5,37,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.1,63,5,33,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.2,64,5,30,4,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.3,68,5,34,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.4,68,5,34,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.5,68,5,34,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.6,68,5,30,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.1,68,5,30,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.2,69,5,30,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.3,73,5,28,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.4,73,5,26,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.5,77,5,30,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.6,77,5,24,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.1,78,5,24,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.2,79,5,21,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.3,83,5,24,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.4,83,5,23,3,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.5,83,5,23,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.6,83,5,23,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11.7,84,5,24,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.1,88,5,28,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.2,94,5,34,2,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.3,98,5,38,1,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.4,100,5,40,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.5,102,5,42,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.6,103,5,43,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.1,107,5,47,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.2,108,5,48,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.3,112,5,51,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.4,112,5,49,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.5,113,5,50,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.6,113,5,50,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.1,113,5,49,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.2,117,5,49,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.3,118,5,50,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.4,120,5,52,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.5,121,5,53,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.6,125,5,57,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.1,129,5,60,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.2,130,5,57,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.3,131,5,58,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.4,137,5,60,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.5,138,5,61,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.6,139,5,61,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.1,143,5,64,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.2,144,5,61,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.3,146,5,63,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.4,147,5,64,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.5,148,5,65,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.6,152,5,68,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.1,153,5,65,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.2,154,5,60,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.3,155,5,57,0,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.4,155,6,55,1,156
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17.5,159,6,57,1,156
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.1,42,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.2,42,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.3,42,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.4,42,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.5,46,0,45,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.6,47,0,46,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.1,47,0,46,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.2,47,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.3,48,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.4,50,0,43,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.5,50,0,42,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6.6,51,0,43,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.1,52,0,40,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.2,53,0,40,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.3,54,0,37,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.4,55,0,37,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.5,56,0,37,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.6,57,0,38,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.1,63,0,44,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.2,69,0,44,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.3,69,0,44,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.4,70,0,44,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.5,71,0,41,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.6,73,0,41,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.1,77,0,41,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.2,78,0,41,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.3,84,0,47,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.4,85,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.5,87,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.6,88,0,46,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.1,89,0,47,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.2,90,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.3,91,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.4,92,0,50,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.5,93,0,47,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.6,94,0,47,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.1,95,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.2,96,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.3,102,0,54,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.4,106,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.5,106,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11.6,110,0,59,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.1,112,0,60,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.2,112,0,59,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.3,113,0,59,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.4,114,0,59,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.5,115,0,59,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12.6,115,0,58,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.1,121,0,58,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.2,125,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.3,125,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.4,126,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.5,127,0,56,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13.6,128,0,55,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.1,129,0,52,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.2,130,0,52,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.3,134,0,50,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.4,135,0,50,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.5,135,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.6,136,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,14.7,138,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.1,139,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.2,140,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.3,140,0,48,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.4,142,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.5,143,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,15.6,144,0,49,0,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.1,144,1,48,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.2,144,1,42,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.3,145,1,39,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.4,146,1,40,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.5,147,1,37,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16.6,147,1,35,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.1,148,1,36,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.2,150,1,37,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.3,152,1,38,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.4,153,1,38,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.5,155,1,40,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,17.6,156,1,35,1,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.1,156,2,31,2,157
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,18.2,157,2,32,2,157
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.1,27,1,25,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.2,28,1,26,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.3,29,1,26,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.4,30,1,27,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.5,32,1,28,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.6,32,1,28,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.7,33,1,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.8,33,1,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.9,33,1,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.1,33,1,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.1,34,1,30,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.2,34,1,30,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.3,35,1,27,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.4,35,1,27,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.5,36,1,24,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.6,37,1,25,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.1,38,1,26,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.2,39,1,27,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.3,40,1,28,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.4,44,1,31,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.5,45,1,32,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.6,46,1,32,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.7,48,1,33,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.1,48,2,32,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.2,49,2,29,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.3,49,2,29,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.4,49,2,29,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.5,55,2,29,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.6,56,2,30,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.1,56,2,30,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.2,57,2,30,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.3,57,2,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.4,59,2,30,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.5,59,2,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.6,60,2,28,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.1,61,2,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.2,61,2,28,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.3,62,2,29,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.4,62,3,29,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.5,66,3,33,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.6,72,3,38,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.7,76,3,42,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.1,77,3,42,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.2,81,3,46,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.3,82,3,46,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.4,84,3,47,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.5,88,3,50,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.6,89,3,50,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.7,95,3,55,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.1,97,3,53,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.2,97,4,52,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.3,103,4,57,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.4,109,4,61,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.5,111,4,63,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.6,115,4,66,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.7,119,4,70,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.1,119,5,70,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.2,119,5,64,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.3,123,5,67,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.4,123,5,67,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.5,123,5,66,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.6,124,5,67,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.1,125,5,66,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.2,125,6,66,4,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.3,125,6,65,4,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.4,125,6,64,4,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.5,125,6,64,4,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.6,129,6,67,4,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.1,130,6,68,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.2,131,6,65,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.3,132,6,60,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.4,138,6,62,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.5,139,6,62,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.6,140,6,59,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.7,144,6,62,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.1,144,6,60,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.2,145,6,57,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.3,151,6,62,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.4,152,6,57,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.5,156,6,59,3,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.6,160,6,63,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.1,164,6,61,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.2,164,6,55,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.3,168,6,57,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.4,172,6,57,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.5,173,6,54,2,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.6,174,6,55,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.7,175,6,56,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.1,176,6,53,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.2,177,6,54,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.3,177,6,54,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.4,177,6,53,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.5,178,6,53,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.6,182,6,57,0,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18.7,182,6,57,0,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.1,183,7,58,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.2,183,7,58,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.3,184,7,55,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.4,185,7,55,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.5,187,7,56,1,210
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.6,191,7,59,1,210
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.1,36,2,32,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.2,37,2,32,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3,41,2,36,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4,45,2,40,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,46,2,40,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.6,47,2,40,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.7,48,2,37,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.1,49,2,37,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2,50,2,38,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.3,50,2,37,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.4,51,2,38,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.5,52,2,39,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.6,52,2,38,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.1,54,2,39,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.2,54,2,38,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3,55,2,39,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4,56,2,36,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5,62,2,38,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6,62,2,34,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.1,63,2,35,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.2,64,2,36,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.3,65,2,36,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.4,69,2,39,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.5,70,2,39,2,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8.6,71,2,40,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.1,72,2,41,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.2,73,2,42,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.3,74,2,43,0,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.4,75,2,40,0,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.5,79,2,44,0,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.6,79,2,43,0,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9.7,79,3,42,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1,80,3,39,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.2,82,3,37,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.3,83,3,37,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.4,84,3,37,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.5,88,3,40,1,147
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10.6,88,3,39,1,147
